Elecció;Any;Districte;Secció;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;VOX;% VOX;PxC;% PxC;Reagrupament;% Reagrupament;SI;% SI;Aliança;% Aliança;PACMA;% PACMA;Unió;% Unió;JxSí;% JxSí;Altres;% Altres
Parlament;2017;1;18;429;378;2;4;372;88.11%;27;;114;;103;;11;;28;;57;;32;;;;;;;;;;;;0;;;;;;0;0.00%
Parlament;2017;1;19;1140;965;3;3;959;84.65%;138;;144;;226;;35;;101;;269;;34;;;;;;;;;;;;12;;;;;;0;0.00%
Parlament;2017;1;20;1009;893;5;2;886;88.50%;117;;233;;232;;27;;61;;173;;35;;;;;;;;;;;;8;;;;;;0;0.00%
Parlament;2017;1;21;1079;888;4;0;884;82.30%;135;;187;;189;;32;;54;;229;;44;;;;;;;;;;;;11;;;;;;3;0.34%
Parlament;2017;1;22;1403;1241;6;3;1232;88.45%;110;;364;;323;;35;;67;;268;;54;;;;;;;;;;;;8;;;;;;3;0.24%
Parlament;2017;1;23;945;858;2;1;855;90.79%;96;;211;;236;;19;;70;;181;;34;;;;;;;;;;;;5;;;;;;3;0.35%
Parlament;2017;1;24;635;565;6;1;558;88.98%;29;;249;;137;;19;;24;;59;;41;;;;;;;;;;;;0;;;;;;0;0.00%
Parlament;2017;2;1;1101;859;5;2;852;78.02%;164;;74;;109;;47;;73;;347;;23;;;;;;;;;;;;13;;;;;;2;0.23%
Parlament;2017;2;2;458;277;2;1;274;60.48%;49;;27;;42;;24;;18;;101;;9;;;;;;;;;;;;2;;;;;;2;0.72%
Parlament;2017;2;3;818;576;4;1;571;70.42%;137;;37;;66;;61;;32;;213;;15;;;;;;;;;;;;8;;;;;;2;0.35%
Parlament;2017;2;4;663;449;5;0;444;67.72%;82;;28;;44;;36;;43;;196;;8;;;;;;;;;;;;5;;;;;;2;0.45%
Parlament;2017;2;5;817;607;2;2;603;74.30%;124;;44;;84;;36;;43;;244;;17;;;;;;;;;;;;7;;;;;;4;0.66%
Parlament;2017;2;6;722;556;2;0;554;77.01%;89;;56;;78;;39;;58;;210;;16;;;;;;;;;;;;8;;;;;;0;0.00%
Parlament;2017;2;8;733;563;8;2;553;76.81%;101;;44;;74;;23;;70;;218;;9;;;;;;;;;;;;11;;;;;;3;0.53%
Parlament;2017;2;9;1106;808;3;2;803;73.06%;164;;49;;130;;41;;88;;297;;21;;;;;;;;;;;;4;;;;;;9;1.11%
Parlament;2017;2;11;808;580;1;2;577;71.78%;103;;36;;74;;26;;50;;265;;13;;;;;;;;;;;;6;;;;;;4;0.69%
Parlament;2017;2;12;664;439;4;1;434;66.11%;83;;36;;37;;25;;48;;188;;8;;;;;;;;;;;;8;;;;;;1;0.23%
Parlament;2017;2;14;1499;1216;6;5;1205;81.12%;165;;108;;199;;33;;142;;501;;33;;;;;;;;;;;;24;;;;;;0;0.00%
Parlament;2017;2;15;566;368;0;2;366;65.02%;63;;15;;24;;24;;23;;202;;6;;;;;;;;;;;;7;;;;;;2;0.54%
Parlament;2017;2;16;1494;1242;4;3;1235;83.13%;185;;96;;242;;24;;155;;461;;37;;;;;;;;;;;;26;;;;;;9;0.72%
Parlament;2017;2;17;1316;986;3;5;978;74.92%;169;;75;;151;;35;;101;;391;;34;;;;;;;;;;;;16;;;;;;6;0.61%
Parlament;2017;3;1;1324;1094;6;6;1082;82.63%;150;;192;;262;;39;;92;;302;;30;;;;;;;;;;;;8;;;;;;7;0.64%
Parlament;2017;3;2;1090;933;9;5;919;85.60%;139;;147;;227;;21;;78;;253;;41;;;;;;;;;;;;11;;;;;;2;0.21%
Parlament;2017;3;3;1205;952;1;5;946;79.00%;166;;99;;169;;38;;99;;334;;29;;;;;;;;;;;;10;;;;;;2;0.21%
Parlament;2017;3;4;949;738;5;1;732;77.77%;122;;68;;124;;36;;108;;238;;22;;;;;;;;;;;;11;;;;;;3;0.41%
Parlament;2017;3;5;1722;1394;9;9;1376;80.95%;159;;295;;387;;32;;120;;294;;65;;;;;;;;;;;;18;;;;;;6;0.43%
Parlament;2017;3;6;1483;1271;7;1;1263;85.70%;122;;307;;374;;27;;104;;263;;57;;;;;;;;;;;;5;;;;;;4;0.31%
Parlament;2017;3;7;1621;1387;9;4;1374;85.56%;159;;281;;352;;34;;152;;307;;66;;;;;;;;;;;;17;;;;;;6;0.43%
Parlament;2017;3;8;1534;1200;8;9;1183;78.23%;270;;67;;147;;62;;127;;453;;41;;;;;;;;;;;;13;;;;;;3;0.25%
Parlament;2017;3;9;1927;1590;9;1;1580;82.51%;226;;245;;362;;39;;153;;456;;77;;;;;;;;;;;;19;;;;;;3;0.19%
Parlament;2017;3;10;1504;1224;10;8;1206;81.38%;289;;45;;107;;54;;122;;543;;20;;;;;;;;;;;;21;;;;;;5;0.41%
Parlament;2017;3;11;1144;825;1;8;816;72.12%;151;;38;;88;;33;;63;;418;;10;;;;;;;;;;;;12;;;;;;3;0.36%
Parlament;2017;3;12;1764;1446;7;6;1433;81.97%;242;;88;;188;;97;;117;;653;;27;;;;;;;;;;;;17;;;;;;4;0.28%
Parlament;2017;3;14;1099;783;4;3;776;71.25%;142;;70;;130;;46;;71;;268;;34;;;;;;;;;;;;13;;;;;;2;0.26%
Parlament;2017;3;15;952;789;4;6;779;82.88%;142;;92;;140;;37;;72;;255;;30;;;;;;;;;;;;10;;;;;;1;0.13%
Parlament;2017;3;16;675;499;2;3;494;73.93%;118;;25;;40;;31;;48;;204;;16;;;;;;;;;;;;11;;;;;;1;0.20%
Parlament;2017;3;17;828;639;4;2;633;77.17%;122;;25;;62;;47;;79;;279;;8;;;;;;;;;;;;7;;;;;;4;0.63%
Parlament;2017;3;18;759;641;6;1;634;84.45%;130;;35;;96;;28;;68;;253;;8;;;;;;;;;;;;14;;;;;;2;0.31%
Parlament;2017;3;19;906;688;2;5;681;75.94%;148;;39;;96;;26;;56;;276;;22;;;;;;;;;;;;13;;;;;;5;0.73%
Parlament;2017;3;20;1164;910;2;2;906;78.18%;133;;126;;195;;31;;87;;280;;40;;;;;;;;;;;;10;;;;;;4;0.44%
Parlament;2017;4;1;1110;939;4;2;933;84.59%;72;;376;;218;;38;;42;;132;;50;;;;;;;;;;;;4;;;;;;1;0.11%
Parlament;2017;4;2;1127;955;4;4;947;84.74%;75;;378;;255;;19;;46;;109;;58;;;;;;;;;;;;7;;;;;;0;0.00%
Parlament;2017;4;3;1275;1031;7;2;1022;80.86%;116;;289;;239;;34;;70;;206;;57;;;;;;;;;;;;10;;;;;;1;0.10%
Parlament;2017;4;4;1145;953;4;5;944;83.23%;98;;207;;240;;29;;76;;226;;48;;;;;;;;;;;;13;;;;;;7;0.73%
Parlament;2017;4;5;1250;999;5;6;988;79.92%;109;;202;;236;;22;;82;;277;;47;;;;;;;;;;;;12;;;;;;1;0.10%
Parlament;2017;4;6;1429;1171;7;1;1163;81.95%;161;;139;;235;;37;;124;;394;;51;;;;;;;;;;;;17;;;;;;5;0.43%
Parlament;2017;4;7;1867;1465;4;13;1448;78.47%;212;;173;;273;;55;;144;;522;;41;;;;;;;;;;;;21;;;;;;7;0.48%
Parlament;2017;4;8;970;804;5;3;796;82.89%;124;;94;;144;;39;;100;;236;;36;;;;;;;;;;;;17;;;;;;6;0.75%
Parlament;2017;4;9;751;582;3;3;576;77.50%;92;;55;;78;;32;;57;;245;;10;;;;;;;;;;;;5;;;;;;2;0.34%
Parlament;2017;4;10;749;532;2;1;529;71.03%;115;;22;;74;;31;;75;;187;;17;;;;;;;;;;;;6;;;;;;2;0.38%
Parlament;2017;4;12;987;837;4;0;833;84.80%;111;;145;;199;;22;;71;;230;;39;;;;;;;;;;;;12;;;;;;4;0.48%
Parlament;2017;4;13;1164;1010;0;0;1010;86.77%;121;;256;;264;;38;;81;;180;;57;;;;;;;;;;;;8;;;;;;5;0.50%
Parlament;2017;4;14;971;862;6;3;853;88.77%;60;;317;;229;;34;;41;;128;;41;;;;;;;;;;;;3;;;;;;0;0.00%
Parlament;2017;4;15;839;726;2;0;724;86.53%;53;;308;;160;;23;;29;;105;;41;;;;;;;;;;;;5;;;;;;0;0.00%
Parlament;2017;4;16;957;823;2;0;821;86.00%;59;;320;;187;;37;;48;;105;;54;;;;;;;;;;;;6;;;;;;5;0.61%
Parlament;2017;4;17;1131;978;5;4;969;86.47%;111;;277;;268;;37;;64;;151;;47;;;;;;;;;;;;13;;;;;;1;0.10%
Parlament;2017;4;18;1925;1640;9;3;1628;85.19%;227;;353;;409;;50;;135;;346;;83;;;;;;;;;;;;20;;;;;;5;0.30%
Parlament;2017;4;19;909;751;1;7;743;82.62%;116;;99;;157;;28;;87;;208;;32;;;;;;;;;;;;8;;;;;;8;1.07%
