Elecció;Any;CUSEC;Districte;Secció;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;ICV / Comuns;% ICV / Comuns;Podemos;% Podemos;PP;% PP;VOX;% VOX;SALF;% SALF;PACMA;% PACMA;Cs;% Cs;Altres;% Altres;Partido X;% Partido X;UPyD;% UPyD
Europees;2024;0827906002;6;2;1218;479;4;3;472;39.33%;167;35.08%;33;6.93%;55;11.55%;18;3.78%;22;4.62%;73;15.34%;54;11.34%;27;5.67%;11;2.31%;2;0.42%;10;2.12%;;;;
Europees;2024;0827906003;6;3;1492;616;3;2;611;41.29%;261;42.51%;29;4.72%;48;7.82%;34;5.54%;28;4.56%;98;15.96%;57;9.28%;26;4.23%;7;1.14%;6;0.98%;17;2.78%;;;;
Europees;2024;0827906004;6;4;877;294;4;0;290;33.52%;113;38.44%;18;6.12%;21;7.14%;21;7.14%;14;4.76%;43;14.63%;29;9.86%;15;5.10%;5;1.70%;3;1.02%;8;2.76%;;;;
Europees;2024;0827906005;6;5;1156;431;4;2;425;37.28%;148;34.50%;33;7.69%;42;9.79%;14;3.26%;22;5.13%;66;15.38%;52;12.12%;24;5.59%;7;1.63%;4;0.93%;13;3.06%;;;;
Europees;2024;0827906006;6;6;1221;428;1;1;426;35.05%;143;33.49%;19;4.45%;24;5.62%;21;4.92%;26;6.09%;84;19.67%;53;12.41%;31;7.26%;7;1.64%;3;0.70%;15;3.52%;;;;
Europees;2024;0827906008;6;8;1707;705;6;3;696;41.30%;224;31.91%;86;12.25%;120;17.09%;26;3.70%;37;5.27%;73;10.40%;62;8.83%;26;3.70%;15;2.14%;1;0.14%;26;3.74%;;;;
Europees;2024;0827906009;6;9;904;365;2;0;363;40.38%;147;40.27%;28;7.67%;44;12.05%;19;5.21%;15;4.11%;53;14.52%;37;10.14%;9;2.47%;6;1.64%;1;0.27%;4;1.10%;;;;
Europees;2024;0827906010;6;10;1633;640;3;4;633;39.19%;268;42.14%;28;4.40%;70;11.01%;22;3.46%;38;5.97%;91;14.31%;52;8.18%;33;5.19%;8;1.26%;7;1.10%;16;2.53%;;;;
Europees;2024;0827906011;6;11;1193;407;5;0;402;34.12%;167;41.03%;17;4.18%;34;8.35%;11;2.70%;19;4.67%;65;15.97%;45;11.06%;18;4.42%;4;0.98%;1;0.25%;21;5.22%;;;;
Europees;2024;0827906012;6;12;943;380;3;0;377;40.30%;170;44.74%;18;4.74%;45;11.84%;16;4.21%;7;1.84%;56;14.74%;25;6.58%;17;4.47%;6;1.58%;5;1.32%;12;3.18%;;;;
Europees;2024;0827906013;6;13;687;276;1;2;273;40.17%;133;48.54%;4;1.46%;19;6.93%;13;4.74%;15;5.47%;42;15.33%;25;9.12%;15;5.47%;2;0.73%;0;0.00%;5;1.83%;;;;
Europees;2024;0827906014;6;14;735;219;1;0;218;29.80%;102;46.58%;12;5.48%;8;3.65%;7;3.20%;6;2.74%;30;13.70%;30;13.70%;9;4.11%;3;1.37%;2;0.91%;9;4.13%;;;;
Europees;2024;0827906016;6;16;1160;454;4;0;450;39.14%;151;33.26%;44;9.69%;43;9.47%;19;4.19%;25;5.51%;71;15.64%;62;13.66%;9;1.98%;5;1.10%;3;0.66%;18;4.00%;;;;
Europees;2024;0827906018;6;18;894;310;1;0;309;34.68%;130;41.94%;13;4.19%;17;5.48%;17;5.48%;14;4.52%;45;14.52%;48;15.48%;10;3.23%;4;1.29%;6;1.94%;5;1.62%;;;;
Europees;2024;0827906020;6;20;1076;337;1;3;333;31.32%;148;44.31%;11;3.29%;15;4.49%;6;1.80%;12;3.59%;48;14.37%;67;20.06%;12;3.59%;6;1.80%;1;0.30%;7;2.10%;;;;
Europees;2024;0827906023;6;23;1010;376;3;0;373;37.23%;160;42.55%;11;2.93%;22;5.85%;10;2.66%;9;2.39%;71;18.88%;52;13.83%;21;5.59%;7;1.86%;2;0.53%;8;2.14%;;;;
Europees;2024;0827906024;6;24;1820;720;7;3;710;39.56%;280;39.05%;22;3.07%;41;5.72%;25;3.49%;47;6.56%;125;17.43%;91;12.69%;39;5.44%;20;2.79%;4;0.56%;16;2.25%;;;;
Europees;2024;0827906025;6;25;1427;570;1;2;567;39.94%;233;41.02%;17;2.99%;47;8.27%;30;5.28%;41;7.22%;65;11.44%;79;13.91%;28;4.93%;5;0.88%;4;0.70%;18;3.17%;;;;
Europees;2024;0827906026;6;26;1229;468;3;2;463;38.08%;184;39.48%;9;1.93%;38;8.15%;16;3.43%;30;6.44%;70;15.02%;78;16.74%;19;4.08%;10;2.15%;7;1.50%;2;0.43%;;;;
Europees;2024;0827906027;6;27;935;325;5;2;318;34.76%;146;45.20%;5;1.55%;21;6.50%;9;2.79%;7;2.17%;55;17.03%;38;11.76%;20;6.19%;7;2.17%;2;0.62%;8;2.52%;;;;
Europees;2024;0827906028;6;28;1206;476;2;0;474;39.47%;202;42.44%;20;4.20%;40;8.40%;27;5.67%;31;6.51%;81;17.02%;45;9.45%;16;3.36%;5;1.05%;5;1.05%;2;0.42%;;;;
Europees;2024;0827906029;6;29;827;304;4;1;299;36.76%;92;30.36%;8;2.64%;17;5.61%;11;3.63%;12;3.96%;52;17.16%;49;16.17%;33;10.89%;11;3.63%;3;0.99%;11;3.68%;;;;
Europees;2024;0827906030;6;30;594;224;0;0;224;37.71%;87;38.84%;5;2.23%;21;9.38%;10;4.46%;14;6.25%;26;11.61%;31;13.84%;0;0.00%;6;2.68%;0;0.00%;24;10.71%;;;;
Europees;2024;0827906031;6;31;726;219;1;1;217;30.17%;83;38.07%;11;5.05%;11;5.05%;9;4.13%;12;5.50%;34;15.60%;27;12.39%;20;9.17%;4;1.83%;1;0.46%;5;2.30%;;;;
Europees;2024;0827906032;6;32;851;274;2;3;269;32.20%;83;30.63%;0;0.00%;17;6.27%;6;2.21%;8;2.95%;53;19.56%;50;18.45%;21;7.75%;3;1.11%;2;0.74%;26;9.67%;;;;
Europees;2024;0827906033;6;33;1079;407;2;3;402;37.72%;141;34.90%;25;6.19%;46;11.39%;14;3.47%;17;4.21%;65;16.09%;48;11.88%;25;6.19%;9;2.23%;2;0.50%;10;2.49%;;;;
Europees;2024;0827907001;7;1;1053;453;1;4;448;43.02%;100;22.27%;72;16.04%;67;14.92%;25;5.57%;27;6.01%;56;12.47%;46;10.24%;26;5.79%;9;2.00%;6;1.34%;14;3.13%;;;;
Europees;2024;0827907002;7;2;1510;529;5;0;524;35.03%;261;49.34%;4;0.76%;25;4.73%;27;5.10%;24;4.54%;75;14.18%;68;12.85%;23;4.35%;2;0.38%;2;0.38%;13;2.48%;;;;
Europees;2024;0827907003;7;3;1122;297;5;0;292;26.47%;137;46.13%;4;1.35%;9;3.03%;2;0.67%;4;1.35%;42;14.14%;57;19.19%;22;7.41%;11;3.70%;2;0.67%;2;0.68%;;;;
Europees;2024;0827907004;7;4;1873;768;4;3;761;41.00%;270;35.29%;29;3.79%;62;8.10%;31;4.05%;26;3.40%;174;22.75%;87;11.37%;37;4.84%;14;1.83%;18;2.35%;13;1.71%;;;;
Europees;2024;0827907005;7;5;1120;511;1;7;503;45.63%;181;35.91%;63;12.50%;80;15.87%;35;6.94%;15;2.98%;49;9.72%;35;6.94%;29;5.75%;8;1.59%;2;0.40%;6;1.19%;;;;
